name,id,classification,mass,year,latitude,longitude
Ramlat al Wahibah 015,45886,H5,295.83,2006.0,21.17277,58.42175
Ramlat al Wahibah 016,45887,L6,115.43,2006.0,21.16638,58.41035
Ramlat al Wahibah 019,45890,H6,546.12,2006.0,21.21272,58.38638
Ramlat al Wahibah 020,45891,H6,112.18,2006.0,21.1273,58.4075
Ramlat al Wahibah 023,45894,H4,107.09,2006.0,21.37605,58.4277
Ramlat al Wahibah 026,45897,H5,342.66,2006.0,21.310370000000002,58.40223
Ramlat al Wahibah 027,45898,H5,1174.41,2006.0,21.26005,58.39151999999999
Ramlat al Wahibah 031,45902,H4,195.35,2006.0,21.27327,58.39645
Ramlat al Wahibah 036,45907,H4/5,131.41,2006.0,21.3729,58.40492
Ramlat al Wahibah 037,45908,H4/5,529.63,2006.0,21.37602,58.41206999999999
Ramlat al Wahibah 042,45913,L6,548.17,2006.0,22.13015,58.44072
Ramlat al Wahibah 046,55518,L6,136.99,2010.0,21.33735,58.40237
Ramlat as Sahmah 002,22378,H6,200.51,2003.0,20.24332,56.45165
Ramlat as Sahmah 004,22380,H4,475.96,2003.0,20.26405,56.46315
Ramlat as Sahmah 005,22381,H5,275.28,2003.0,20.03695,56.28876999999999
Ramlat as Sahmah 007,31303,Ureilite,420.0,2004.0,20.17,56.265
Ramlat as Sahmah 008,31304,L6,466.0,2004.0,20.72798,56.115919999999996
Ramlat as Sahmah 009,31305,H5,146.0,2004.0,20.04683,56.4835
Ramlat as Sahmah 113,45914,L6,1499.0,2003.0,20.465429999999998,55.86245
Ramlat as Sahmah 114,45915,H5,142.4,2003.0,20.568479999999997,56.102169999999994
Ramlat as Sahmah 200,35635,Mesosiderite,487.26,2002.0,20.0051,56.411930000000005
Ramlat as Sahmah 201,45916,R5,249.4,2002.0,20.0081,56.41482
Ramlat as Sahmah 202,35636,Mesosiderite,18250.0,2002.0,20.00552,56.41628000000001
Ramlat as Sahmah 203,35637,Mesosiderite,4194.0,2002.0,20.004579999999997,56.4212
Ramlat as Sahmah 204,35638,L6,10248.8,2003.0,20.6282,56.19198000000001
Ramlat as Sahmah 205,35639,L6,742.79,2003.0,20.62973,56.16911999999999
Ramlat as Sahmah 206,35640,L3.4,251.03,2003.0,20.6205,56.145230000000005
Ramlat as Sahmah 207,35641,L6,202.01,2003.0,20.6322,56.087830000000004
Ramlat as Sahmah 209,35643,H5,100.47,2003.0,20.58408,55.852869999999996
Ramlat as Sahmah 211,45917,Chondrite-ung,143.03,2003.0,20.58587,55.872519999999994
Ramlat as Sahmah 214,35647,H5,240.31,2003.0,20.579720000000002,55.87563000000001
Ramlat as Sahmah 216,35649,L6,584.91,2003.0,20.57445,55.985980000000005
Ramlat as Sahmah 217,35650,H5,184.6,2003.0,20.45792,55.90176999999999
Ramlat as Sahmah 219,35652,L4,470.16,2003.0,20.47567,55.797869999999996
Ramlat as Sahmah 220,35653,L4,247.64,2003.0,20.47493,55.80425
Ramlat as Sahmah 224,35656,L6,231.66,2003.0,20.54508,56.07122
Ramlat as Sahmah 225,35657,H5,452.25,2003.0,20.5698,56.103530000000006
Ramlat as Sahmah 226,35658,L6,632.4,2003.0,20.5625,56.08371999999999
Ramlat as Sahmah 227,35659,L4,1226.2,2003.0,20.56085,56.08235
Ramlat as Sahmah 228,35660,L5,417.35,2003.0,20.56022,55.97261999999999
Ramlat as Sahmah 230,35662,H5,154.49,2003.0,20.55575,55.92125
Ramlat as Sahmah 231,35663,H5,202.53,2003.0,20.55407,55.921780000000005
Ramlat as Sahmah 232,35664,H5,350.3,2003.0,20.55215,55.92296999999999
Ramlat as Sahmah 233,35665,H5,121.69,2003.0,20.5501,55.92748
Ramlat as Sahmah 234,35666,L5-6,988.4,2005.0,20.01812,56.42171999999999
Ramlat as Sahmah 235,35667,H4,111.51,2005.0,20.47393,55.93366999999999
Ramlat as Sahmah 238,35670,H4,205.43,2005.0,20.59672,56.15298000000001
Ramlat as Sahmah 239,35671,L5,120.08,2005.0,20.59518,56.1551
Ramlat as Sahmah 246,35678,H5,2841.0,2005.0,20.8393,56.415330000000004
Ramlat as Sahmah 247,35475,Ureilite,579.0,2005.0,20.311420000000002,56.225319999999996
Ramlat as Sahmah 249,35679,R5,167.67,2005.0,20.002370000000003,56.384730000000005
Ramlat as Sahmah 252,35681,L4,7171.0,2005.0,20.0534,56.46612
Ramlat as Sahmah 253,35682,H4,522.0,2005.0,20.04812,56.48325
Ramlat as Sahmah 254,35683,R5,183.97,2005.0,20.00553,56.3815
Ramlat as Sahmah 255,35684,H5,107.8,2005.0,20.02347,56.46378000000001
Ramlat as Sahmah 259,35688,L6,243.4,2005.0,20.2189,56.46167
Ramlat as Sahmah 260,35689,H~6,102.4,2004.0,20.0018,56.4922
Ramlat as Sahmah 261,35690,L~6,259.7,2004.0,20.05013,56.022969999999994
Ramlat as Sahmah 262,45918,LL6,425.0,2006.0,20.01352,56.406969999999994
Ramlat as Sahmah 263,45919,L6,578.0,2006.0,20.2399,56.229169999999996
Ramlat as Sahmah 264,48632,L6,1074.0,1989.0,20.709229999999998,55.42876
Ramlat as Sahmah 265,48633,L3,101.15,2002.0,20.02968,56.4332
Ramlat as Sahmah 266,48634,Mesosiderite,5130.0,2006.0,20.008029999999998,56.39901999999999
Ramlat as Sahmah 267,50955,LL6,117.1,2008.0,20.5971,56.15087
Ramlat as Sahmah 268,50956,H6,956.8,2008.0,20.581429999999997,56.1299
Ramlat as Sahmah 269,50957,H6,438.2,2008.0,20.571279999999998,56.12693
Ramlat as Sahmah 270,50958,L6,881.7,2008.0,20.5534,56.126780000000004
Ramlat as Sahmah 271,50959,L6,8904.0,2008.0,20.5247,56.12155
Ramlat as Sahmah 273,50961,L4-6,163.3,2008.0,20.519679999999997,56.12353
Ramlat as Sahmah 274,50962,H4,278.5,2008.0,20.58077,56.102869999999996
Ramlat as Sahmah 275,50963,L6,963.6,2008.0,20.5426,56.10683
Ramlat as Sahmah 276,50964,L6,12800.0,2008.0,20.5225,56.11768000000001
Ramlat as Sahmah 278,50966,H4,3208.7,2008.0,20.63257,56.15995
Ramlat as Sahmah 279,50967,H5,648.4,2008.0,20.59658,56.20918
Ramlat as Sahmah 281,51868,H3-6,203.7,2009.0,20.57092,56.38847
Ramlat as Sahmah 282,51869,H3-5,132.0,2009.0,20.57807,56.39488000000001
Ramlat as Sahmah 283,51870,H4,447.7,2009.0,20.787770000000002,56.47111999999999
Ramlat as Sahmah 284,51885,LL5,1489.6,2009.0,20.519470000000002,55.80096999999999
Ramlat as Sahmah 285,51886,L6,269.3,2009.0,20.515729999999998,55.790319999999994
Ramlat as Sahmah 286,51887,H4-5,4445.2,2009.0,20.50788,55.77547
Ramlat as Sahmah 287,51888,Diogenite,1962.0,2009.0,20.476779999999998,55.52788
Ramlat as Sahmah 289,51890,H4,123.5,2009.0,20.51353,55.52737
Ramlat as Sahmah 290,51891,L6,446.8,2009.0,20.5234,55.530719999999995
Ramlat as Sahmah 291,51892,L4,138.2,2009.0,20.52828,55.52976999999999
Ramlat as Sahmah 292,51893,L6,1991.7,2009.0,20.59832,55.52398
Ramlat as Sahmah 295,51896,H4,227.7,2009.0,20.669729999999998,55.42813
Ramlat as Sahmah 297,51898,L6,706.9,2009.0,20.667479999999998,55.31715
Ramlat as Sahmah 298,51899,L6,389.2,2009.0,20.66713,55.31572
Ramlat as Sahmah 300,51901,L6,419.9,2009.0,20.666420000000002,55.31401999999999
Ramlat as Sahmah 302,51903,H4,161.7,2009.0,20.14475,56.24085
Ramlat as Sahmah 303,51904,H4,103.0,2009.0,20.44722,56.12088000000001
Ramlat as Sahmah 304,51905,H6,373.4,2009.0,20.43802,56.10278
Ramlat as Sahmah 305,51906,L6,130.8,2009.0,20.41487,56.07943
Ramlat as Sahmah 306,51907,H6,165.2,2009.0,20.489829999999998,56.036319999999996
Ramlat as Sahmah 307,51908,H4-6,327.5,2009.0,20.52627,55.90595
Ramlat as Sahmah 308,51909,H4,1352.0,2009.0,20.48785,55.82045
Ramlat as Sahmah 309,51981,Brachinite,1435.43,2009.0,20.7658,55.435869999999994
Ramlat as Sahmah 310,51982,H3-6,1223.2,2009.0,20.783079999999998,55.44327
Ramlat as Sahmah 312,51984,H6,472.7,2009.0,20.7982,55.47148000000001
Ramlat as Sahmah 313,51985,H6,111.3,2009.0,20.798920000000003,55.472030000000004
Ramlat as Sahmah 314,51986,H6,219.0,2009.0,20.8016,55.47315
Ramlat as Sahmah 316,51988,L5,2706.0,2009.0,20.89485,55.506130000000006
Ramlat as Sahmah 317,51989,L5,237.2,2009.0,20.893279999999997,55.49375
Ramlat as Sahmah 318,51990,L5,1172.4,2009.0,20.89335,55.4936
Ramlat as Sahmah 319,51991,H5,948.4,2009.0,20.881870000000003,55.43451999999999
Ramlat as Sahmah 320,51992,L6,1002.3,2009.0,20.8728,55.427730000000004
Ramlat as Sahmah 321,51993,H5,171.9,2009.0,20.884729999999998,55.42098000000001
Ramlat as Sahmah 322,51994,H3,264.4,2009.0,20.91903,55.411930000000005
Ramlat as Sahmah 323,51995,L3-6,161.8,2009.0,20.79907,55.4247
Ramlat as Sahmah 325,51997,L6,850.8,2009.0,20.26043,56.49015
Ramlat as Sahmah 327,52003,L6,199.0,2009.0,20.413629999999998,56.47823
Ramlat as Sahmah 328,52004,L6,1732.7,2009.0,20.42085,56.499869999999994
Ramlat as Sahmah 330,52619,L5,1130.0,2004.0,20.07917,56.333169999999996
Ramlat as Sahmah 331,52620,L5,360.0,2004.0,20.0915,56.3575
Ramlat as Sahmah 332,55429,H5,123.74,2010.0,20.80423,55.44888
Ramlat as Sahmah 333,55641,H3.6,100.68,2010.0,20.80225,55.44393
Ramlat as Sahmah 337,55643,H3.6,1119.8,2010.0,20.81403,55.461769999999994
Ramlat as Sahmah 338,55644,H3.6,934.7,2010.0,20.80265,55.46678000000001
Ramlat as Sahmah 339,55645,H3.6-6,1035.8,2010.0,20.798820000000003,55.46208000000001
Ramlat as Sahmah 340,55432,L6,414.1,2010.0,20.79315,55.46493
Ramlat as Sahmah 341,55433,L6,325.37,2010.0,20.78722,55.45475
Ramlat as Sahmah 342,55434,H4,519.3,2010.0,20.76032,55.43335
Ramlat as Sahmah 343,55435,H5,1192.0,2010.0,20.49517,55.52437
Ramlat as Sahmah 345,55437,H6,226.85,2010.0,20.473879999999998,55.517869999999995
Ramlat as Sahmah 346,55438,H4,178.93,2010.0,20.49482,55.53625
Ramlat as Sahmah 353,55444,H5,143.6,2010.0,20.36093,55.672230000000006
Ramlat as Sahmah 354,55445,H6,3873.8,2010.0,20.31777,55.59398
Ramlat as Sahmah 357,55646,L6,2781.2,2010.0,20.431820000000002,55.53323
Ramlat as Sahmah 361,55451,L5,229.65,2010.0,20.481379999999998,55.595130000000005
Ramlat as Sahmah 363,55453,H6,611.62,2010.0,20.50582,55.831830000000004
Ramlat as Sahmah 364,55454,H6,334.46,2010.0,20.508879999999998,55.835969999999996
Ramlat as Sahmah 365,55455,H5,229.46,2010.0,20.511120000000002,55.83792
Ramlat as Sahmah 367,55457,H4-6,352.78,2010.0,20.51942,55.852869999999996
Ramlat as Sahmah 368,55458,H5,172.47,2010.0,20.510170000000002,55.83568
Ramlat as Sahmah 369,55459,H5,129.43,2010.0,20.51213,55.83623000000001
Ramlat as Sahmah 370,55647,LL6,182.42,2010.0,20.50627,55.82513
Ramlat as Sahmah 372,55460,H5,123.77,2010.0,20.50603,55.82845
Ramlat as Sahmah 374,55649,H3.7,156.48,2010.0,20.5002,55.83432
Ramlat as Sahmah 376,55462,H6,193.77,2010.0,20.52525,55.968630000000005
Ramlat as Sahmah 377,55463,H4,416.27,2010.0,20.54628,56.01365
Ramlat as Sahmah 378,55464,H5,1649.2,2010.0,20.57258,56.05498000000001
Ramlat as Sahmah 379,55465,L6,126.73,2010.0,20.576,56.05047
Ramlat as Sahmah 380,55466,H5,457.8,2010.0,20.587970000000002,56.12263000000001
Ramlat as Sahmah 381,55467,L6,1628.1,2010.0,20.56808,56.28135
Ramlat as Sahmah 383,55651,H3.6,266.01,2010.0,20.11792,56.39451999999999
Ramlat as Sahmah 384,55653,Mesosiderite-C2,5026.0,2010.0,20.0049,56.40473000000001
Ramlat as Sahmah 385,55654,LL3.3,2275.0,2010.0,20.05473,56.46193
Ramlat as Sahmah 386,55475,H6,254.27,2010.0,20.0587,56.46493
Ramlat as Sahmah 389,55486,L4-6,785.1,2010.0,20.05125,55.63058
Ramlat as Sahmah 395,55491,L6,982.5,2010.0,20.1469,55.709219999999995
Ramlat as Sahmah 397,55493,L6,1118.8,2010.0,20.1465,55.70913
Ramlat as Sahmah 398,55494,L6,289.6,2010.0,20.146729999999998,55.70975
Ramlat as Sahmah 399,55495,L6,6319.0,2010.0,20.151220000000002,55.70925
Ramlat as Sahmah 401,55657,L3.8,473.8,2010.0,20.18758,55.66763
Ramlat as Sahmah 402,55497,H4,100.94,2010.0,20.14505,55.76795
Ramlat as Sahmah 413,55508,L5,149.98,2010.0,20.33115,56.1962
Ramlat as Sahmah 414,55509,H5,212.82,2010.0,20.341379999999997,56.205819999999996
Ramlat as Sahmah 416,55511,H5,385.8,2010.0,20.33532,56.202630000000006
Ramlat as Sahmah 417,55512,H5,297.9,2010.0,20.33407,56.2037
Ramlat as Sahmah 418,55513,L6,28791.0,2010.0,20.3936,56.22002
Ramlat as Sahmah 419,55514,L6,122.21,2010.0,20.44685,56.25488000000001
Ramlat as Sahmah 421,55515,L6,2841.0,2010.0,20.42458,56.278169999999996
Ramlat as Sahmah 422,55659,H3.7-5,3879.0,2010.0,20.5052,56.48438
Ramlat as Sahmah 423,55660,H3.4-5,230.3,2010.0,20.49917,56.49815
Ramlat as Sahmah 425,55562,H5,263.0,2011.0,20.33245,56.47362
Rammya,22383,H5,2481.0,1996.0,31.16667,-3.91667
Rancho Blanco,22388,Eucrite-mmict,155.0,1987.0,24.3,-102.18333
Rancho de la Pila (1882),22389,"Iron, IIIAB",46500.0,1882.0,24.116670000000003,-104.3
Rancho Gomelia,22391,"Iron, IIIAB",15650.0,1975.0,24.51667,-105.25
Randsburg,44798,L5,112.9,2005.0,35.4005,-117.66617
Ransom,22393,H4,15000.0,1938.0,38.61667,-99.93333
Rateldraai,22397,"Iron, IIIAB",549000.0,1909.0,-28.83333,21.133329999999997
Rawlinna 002,22400,H5,240.0,1952.0,-30.366670000000003,126.08333
Reager,22401,L6,230.0,1948.0,39.78333,-100.0
Rebiana,22402,L/LL5,459.0,1999.0,24.97833,21.885
Reckling Peak 86700,22403,L3.0-3.9,424.1,1986.0,-76.24103000000001,158.64803999999998
Reckling Peak 86701,22404,H6,176.8,1986.0,-76.24103000000001,158.64418
Reckling Peak 86702,22405,L6,195.2,1986.0,-76.24615,158.62928
Reckling Peak 86703,22406,H6,196.0,1986.0,-76.24209,158.63823
Reckling Peak 86704,22407,LL6,137.9,1986.0,-76.2372,158.67633999999998
Reckling Peak 92404,22413,LL6,1419.9,1992.0,-76.22084,158.40541000000002
Reckling Peak 92405,22414,L5,1331.5,1992.0,-76.23065,158.52806999999999
Reckling Peak 92406,22415,H6,592.7000000000002,1992.0,-76.23124,158.10179
Reckling Peak 92407,22416,L6,127.9,1992.0,-76.26077,158.5667
Reckling Peak A78001,22456,L6,234.9,1978.0,-76.26666999999999,159.25
Reckling Peak A78002,22457,H4,8483.0,1978.0,-76.26666999999999,159.25
Reckling Peak A78003,22458,L6,1276.0,1978.0,-76.26666999999999,159.25
Reckling Peak A78004,22459,H4,166.9,1978.0,-76.26666999999999,159.25
Reckling Peak A79001,22461,L6,3006.0,1979.0,-76.26666999999999,159.25
Reckling Peak A79002,22462,L6,203.6,1979.0,-76.26666999999999,159.25
Reckling Peak A79003,22463,H6,182.2,1979.0,-76.21391,158.43325
Reckling Peak A79004,22464,H5,370.9,1979.0,-76.26666999999999,159.25
Reckling Peak A79015,22470,Mesosiderite-an,10022.0,1979.0,-76.21540999999999,158.5392
Reckling Peak A80201,22471,H6,813.0,1980.0,-76.23128,158.44261
Reckling Peak A80202,22472,L6,544.5,1980.0,-76.2509,158.30796999999998
Reckling Peak A80220,22489,H5,124.5,1980.0,-76.22333,158.68446
Reckling Peak A80226,22495,"Iron, IAB-sLL",160.3,1980.0,-76.25201,158.59721000000002
Reckling Peak A80231,22500,H6,238.1,1980.0,-76.229,158.26337
Reckling Peak A80233,22502,H5,413.5,1980.0,-76.22171999999999,158.68468000000001
Reckling Peak A80234,22503,LL5,136.2,1980.0,-76.23529,158.3267
Reckling Peak A80235,22504,LL6,261.2,1980.0,-76.219,158.4182
Reckling Peak A80256,22525,L3.6-4,153.2,1980.0,-76.21805,158.81183000000001
Red Deer Hill,22538,L6,2510.0,1975.0,53.075,-105.84167
Red River,22548,"Iron, IIIAB",800000.0,1808.0,32.0,-95.0
Red Rock,22549,"Iron, IIIAB",47600.0,1976.0,35.41667,-117.91667
Red Willow,22550,Iron,2750.0,1899.0,40.25,-100.5
Redfields,22551,"Iron, ungrouped",8740.0,1969.0,-30.71667,116.5
Redwater,51705,H4,229.5,2009.0,53.9329,-112.977
Reed City,22552,"Iron, ungrouped",20000.0,1895.0,43.86667,-85.51666999999999
Reggane 003,22555,H4,9500.0,1989.0,25.633329999999997,0.5
Reid,22556,H5,144.1,1969.0,-30.066670000000002,128.98333
Reid 003,22558,L5,128.7,1974.0,-30.066670000000002,128.96667
Reid 004,22559,H5,295.0,1977.0,-30.25,128.8
Reid 006,22561,H5,920.0,1978.0,-30.6,128.48333
Reid 007,22562,L6,2050.0,1982.0,-30.65,128.40833
Reid 008,22563,L6,221.0,1982.0,-30.08333,128.81667
Reid 010,22565,H6,8220.0,1986.0,-30.32167,128.85
Reid 011,22566,H3-6,4760.0,1986.0,-30.21667,128.3
Reid 012,22567,L6,1367.0,1989.0,-30.5,128.5
Reid 013,22568,Brachinite,330.0,1991.0,-30.08333,128.91666999999998
Reid 014,22569,L6,125.0,1991.0,-30.08333,128.83333000000002
Reid 016,22571,Ureilite-pmict,110.0,1995.0,-30.16667,129.0
Reid 017,22572,L3.7,110.0,1995.0,-30.16667,128.91666999999998
Reid 018,22573,L5,121.0,1993.0,-30.08333,128.91666999999998
Reid 022,22577,H4,188.0,1993.0,-30.30283,128.52617
Reid 026,22581,LL6,100.6,1991.0,-30.24833,128.63528
Rencoret 001,56552,H6,1992.0,1996.0,-23.17556,-69.71833000000001
Renfrow,22588,L6,81600.0,1986.0,36.986670000000004,-97.555
Republican River,22591,H4,135.0,1942.0,40.08333,-98.91667
Retuerta del Bullaque,56577,"Iron, IAB-MG",100000.0,1980.0,39.458890000000004,-4.3775
Rhall Amane 001,45007,H4,224.0,2005.0,23.2925,-10.17483
Rhall Amane 002,45008,LL6,383.0,2005.0,23.39067,-9.94017
Rhine Villa,22594,"Iron, IIIE",3325.0,1900.0,-34.66667,139.28333
Rhineland,22595,H5,6240.0,1961.0,33.53333,-99.61667
Rica Aventura,22596,"Iron, IVA",5395.0,1910.0,-21.98333,-69.61667
Richa,22598,"Iron, IID",1500.0,1960.0,10.0,9.0
Richfield,22600,LL3.7,40800.0,1983.0,37.22222,-101.68139000000001
Richland,22601,"Iron, IIAB",50600.0,1951.0,31.9,-96.4
Rifle,22605,"Iron, IAB-MG",102700.0,1948.0,38.51667,-107.83333
Rincon,22606,L6,249.4,1995.0,-23.870829999999998,-67.17639
Rio do Pires,22608,L6,118.0,1991.0,-13.12333,-42.2885
Rio Limay,22609,L5,280000.0,1995.0,-39.85,-69.48333000000001
Rio Rancho,55670,L6,1001.0,2011.0,35.3,-106.63333
River,22612,L5,190.5,1965.0,-30.366670000000003,126.01666999999999
Riverton,22613,H5,103.3,1960.0,50.94,-96.99167
Rock Creek,22638,L5,1641.0,1980.0,34.42222,-101.4975
Rodeo,22643,"Iron, IID",44000.0,1852.0,25.33333,-104.66667
Roebourne,22644,"Iron, IIIAB",86860.0,1892.0,-22.33333,118.0
Rogers,22645,L,982.0,1974.0,34.065,-103.40833
Rolla (1936),22646,H5,440.0,1936.0,37.11667,-101.6
Rolla (1939),22647,H4,207.5,1939.0,37.11667,-101.6
Rolla (1941),22648,H5,435.0,1941.0,37.08333,-101.6
Romashki,52890,L6,3400.0,2009.0,50.28533,46.699670000000005
Romero,22651,H4,17200.0,1938.0,35.76667,-102.95
Rooikop 001,22652,H5,1039.0,1991.0,-23.08333,14.715
Rooikop 002,22653,L5,903.0,1991.0,-23.08333,14.715
Rooikop 003,22654,L4/5,902.0,1991.0,-23.08333,14.715
Roosevelt,22655,H3.4,5200.0,1972.0,34.86667,-98.95
Roosevelt County 001,22656,H3.8,462.0,1968.0,33.78333,-103.56667
Roosevelt County 004,22659,L6,882.0,1977.0,34.08333,-103.5
Roosevelt County 012,22667,H5,173.1,1981.0,34.1,-103.48333000000001
Roosevelt County 016,22671,H5,138.2,1981.0,34.1,-103.48333000000001
Roosevelt County 017,22672,L6,177.8,1981.0,34.21667,-103.2
Roosevelt County 019,22674,L5,450.0,1982.0,34.11667,-103.56667
Roosevelt County 020,22675,L5,528.0,1983.0,34.13333,-103.56667
Roosevelt County 031,22686,H3.9,397.1,1984.0,33.78333,-103.55
Roosevelt County 032,22687,H5,141.1,1968.0,34.08333,-103.5
Roosevelt County 034,22689,H5,118.5,1968.0,34.08333,-103.61667
Roosevelt County 044,22699,L6,439.1,1970.0,34.25,-103.51666999999999
Roosevelt County 046,22701,H5,120.4,1970.0,34.1,-103.48333000000001
Roosevelt County 054,22709,H5,361.5,1971.0,34.3,-103.43333
Roosevelt County 065,22720,H5,405.8,1971.0,33.61667,-103.45
Roosevelt County 073,22728,H5,288.0,1989.0,34.08333,-103.48333000000001
Roosevelt County 075,22730,H3.10,258.0,1990.0,34.18333,-103.43333
Roosevelt County 080,22735,H6,727.8,1968.0,34.05,-103.5
Roosevelt County 081,22736,H5,522.2,1969.0,33.63333,-103.16667
Roosevelt County 082,22737,H4,137.0,1969.0,34.08333,-103.56667
Roosevelt County 085,22740,L4,140.0,1969.0,34.31667,-103.38333
Roosevelt County 089,22744,H5,1615.0,1980.0,34.13333,-103.53333
Roosevelt County 096,22751,L5,212.2,1996.0,34.09167,-103.67667
Roosevelt County 102,22757,L5,8345.0,1988.0,33.995,-103.25
Roper River,22763,"Iron, IIIAB",6400.0,1953.0,-15.0,135.0
Rosamond Dry Lake,22764,L,850.0,1940.0,34.83333,-118.06667
Rosario,22765,"Iron, IAB-MG",2700.0,1896.0,14.6,-88.68333
Rosebud,22767,H5,54900.0,1915.0,30.816670000000002,-97.05
Round Top (a),22768,L5,9935.0,1934.0,30.058059999999998,-96.65139
Round Top (b),22769,H4,7166.0,1939.0,30.066670000000002,-96.7
Roundsprings,22770,H5,6000.0,1986.0,39.16667,-98.43333
Roundup,22771,"Iron, IIIAB",17590.0,1990.0,46.78333,-108.56667
Rowena,22772,H6,34700.0,1962.0,-29.8,148.63333
Roy (1933),22774,L5,47200.0,1933.0,35.95,-104.2
Roy (1934),22775,L6,5619.0,1934.0,35.95,-104.2
Rub' al-Khali 001,22776,H5,490.0,1955.0,20.0,50.0
Ruff's Mountain,22779,"Iron, IIIAB",53070.0,1844.0,34.3,-81.4
Rumanová,22781,H5,4300.0,1994.0,48.348,17.866
Rush County,22785,H5,4300.0,1948.0,39.5,-85.5
Rush Creek,22786,L6,9300.0,1938.0,38.61667,-102.71667
Russel Gulch,22788,"Iron, IIIAB",13200.0,1863.0,39.8,-105.5
Ryder Gletcher,22790,L5,5288.0,1988.0,81.16667,-49.0
Sacramento Mountains,22794,"Iron, IIIAB",237200.0,1890.0,32.91667,-104.66667
Sacramento Wash 002,34066,H4,892.8,2004.0,34.75635,-114.2343
Safsaf,22795,L6,11870.0,1998.0,30.26667,-4.66667
Saginaw,22797,Iron,44500.0,1979.0,32.865829999999995,-97.32306
Saint Augustine,23080,"Iron, IID",22000.0,1974.0,40.71667,-90.41667
Saint-Aubin,23096,"Iron, IIIAB",472000.0,1968.0,48.48333,3.58333
Sainte Rose,23720,H3.6,430.0,1983.0,-21.192220000000002,55.68639
Salaices,23105,H4,24500.0,1971.0,27.0,-105.25
Salar de Atacama,53813,L6,223.0,2008.0,-23.826,-68.57217
Salar de Imilac,23106,H5,1005.0,2000.0,-24.203329999999998,-68.805
Salina,23108,Iron,235.0,1908.0,38.98333,-111.85
Saline,23109,H5,30800.0,1901.0,39.4,-100.4
Salla,23110,L6,7000.0,1963.0,66.8,28.45
Salt Lake City,23112,H5,875.0,1869.0,40.91667,-111.66667
Salt River,23113,"Iron, IIC",3600.0,1850.0,37.95,-85.78333
Sam's Valley,23116,"Iron, IIIAB",6920.0,1894.0,42.53333,-122.875
San Angelo,23117,"Iron, IIIAB",88000.0,1897.0,31.41667,-100.35
San Bernardino Wash,55265,L5,258.0,2010.0,34.00056,-115.72972
San Borjita,23118,L4,12300.0,1983.0,-27.558609999999998,-56.134440000000005
San Carlos,23119,H4,3600.0,1942.0,-35.53333,-58.76667
San Cristobal,23121,"Iron, IAB-ung",5000.0,1882.0,-23.433329999999998,-69.5
San Emigdio,23122,H4,36000.0,1887.0,36.0,-119.0
San Francisco del Mezquital,23123,"Iron, IIAB",7500.0,1868.0,23.48333,-104.36667
San Francisco Mountains,23124,"Iron, IVA",1700.0,1920.0,35.0,-112.0
San José,23125,H5,532.0,1944.0,24.7,-99.08333
San Juan 001,23126,L5,1229.0,2001.0,-25.575,-69.795
San Juan 002,23127,H6,345.0,2002.0,-25.575,-69.795
San Juan 003,48680,H5,209.896,2007.0,-25.446167000000003,-69.85866700000001
San Juan 004,48681,L4,229.304,2007.0,-25.447333,-69.860667
San Juan 005,48682,H6,186.1,2007.0,-25.445833,-69.8635
San Juan 006,48683,H3.6,242.104,2007.0,-25.446333,-69.855333
San Juan 007,48684,H6,398.897,2007.0,-25.4475,-69.851
San Juan 008 ,48685,LL6,103.78,2007.0,-25.4485,-69.851833
San Juan 013,49492,L3,145.0,2008.0,-25.443832999999998,-69.870333
San Juan 014,49493,L6,134.0,2008.0,-25.445,-69.870667
San Juan 015,49494,L6,349.0,2008.0,-25.4445,-69.867
San Juan 016,49495,H5,116.0,2008.0,-25.444167,-69.8715
San Juan 019,49498,L6,181.0,2008.0,-25.4425,-69.874
San Juan 020,49499,H5,151.0,2008.0,-25.4415,-69.87616700000001
San Juan 021,49500,H4,174.0,2008.0,-25.441667000000002,-69.8735
San Juan 023,49502,H5,539.0,2008.0,-25.443,-69.871833
San Juan 025,49504,H5,419.0,2008.0,-25.372,-69.8995
San Juan 026,49505,L6,307.0,2008.0,-25.4425,-69.871167
San Juan 027,49506,H3-5,199.0,2008.0,-25.442667,-69.871167
San Juan 028,49507,H5,151.0,2008.0,-25.441167,-69.871167
San Juan 029,49508,H3,399.0,2008.0,-25.441833,-69.871
San Juan 031,49510,L3,218.0,2008.0,-25.440333,-69.879
San Juan 033,52374,H6,357.0,2009.0,-25.440832999999998,-69.868833
San Juan 034,52375,L6,814.0,2009.0,-25.440333,-69.868167
San Juan 038,52379,H5,460.0,2009.0,-25.441833,-69.88166700000001
San Juan 044,52382,H5,120.0,2009.0,-25.443667,-69.884
San Juan 051,52388,H5,117.0,2009.0,-25.438667000000002,-69.8865
San Juan 054,54440,L4,238.0,2010.0,-25.44067,-69.86367
San Juan 055,54477,H3,168.0,2010.0,-25.439329999999998,-69.8635
San Juan 057,54442,L6,263.0,2010.0,-25.449,-69.8815
San Juan 058,54443,LL6,171.0,2010.0,-25.44933,-69.8815
San Juan 059,54444,L5,168.0,2010.0,-25.449,-69.88033
San Juan 062,54828,H5,1125.0,2010.0,-25.42517,-69.69017
San Juan 063,57201,H5,3384.0,2010.0,-25.58333,-69.78333
San Juan 064,57202,L6,656.0,2010.0,-25.58333,-69.78333
